mileage,dealer,location,price,make,website
"403,273 mi",JX Truck Center,"Bolingbrook, IL","$92,900",2020 PETERBILT 579,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/peterbilt/579-2020/ee-listing-42176902
"484,000 mi",International Used Truck Center,"Conley, GA","$88,500",2019 International LT625 6x4,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/lt6256x4-2019/ee-listing-42140174
"674,773 mi",Arrow Truck Sales,"Elizabeth, NJ",Call For Price,2016 WESTERN STAR 5700XE,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/western-star/5700xe-2016/ee-listing-41949773
"364,034 mi",Kordell Truck and Trailer Sales Inc,"Dubuque, IA","$97,500",2019 KENWORTH T680,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/kenworth/t680-2019/ee-listing-42121331
"574,272 mi",Freightliner of Grand Rapids,"Grand Rapids, MI","$99,900",2019 VOLVO VNL64T860,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl64t860-2019/ee-listing-42171894
"518,504 mi",Arrow Truck Sales,"Converse, TX","$89,950",2019 KENWORTH T680,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/kenworth/t680-2019/ee-listing-42116489
"457,840 mi",International Used Truck Center,"La Vergne, TN","$91,250",2019 International LT625 6x4,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/lt6256x4-2019/ee-listing-42141292
"157,000 mi",International Used Truck Center,"Tampa, FL","$59,900",2018 International 4300 SBA 4X2,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/4300sba4x2-2018/ee-listing-42101366
"676,950 mi",Schneider,"Carlisle, PA","$46,500",2018 Freightliner Cascadia,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia-2018/ee-listing-42184014
"586,255 mi",Thompson Truck Center,"La Vergne, TN","$94,500",2018 KENWORTH T680,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/kenworth/t680-2018/ee-listing-42142700
"646,450 mi",Arrow Truck Sales,"Elizabeth, NJ","$54,950",2017 FREIGHTLINER CASCADIA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia-2017/ee-listing-42099678
"505,740 mi",International Used Truck Center,"La Vergne, TN","$83,125",2018 International LT625 6x4,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/lt6256x4-2018/ee-listing-42141296
"652,634 mi",Arrow Truck Sales,"Elizabeth, NJ",Call For Price,2019 VOLVO VNL760,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl760-2019/ee-listing-42134954
"447,425 mi",The Peterbilt Store,"Knoxville, TN",Call For Price,2018 Peterbilt 579,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/peterbilt/579-2018/ee-listing-42151460
"520,374 mi",Freightliner of Grand Rapids,"Grand Rapids, MI","$109,900",2018 FREIGHTLINER CASCADIA 126,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia126-2018/ee-listing-42129440
"474,070 mi",Schneider,"Atlanta, GA","$64,500",2018 Freightliner Cascadia,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia-2018/ee-listing-42183965
"331,611 mi",International Used Truck Center,"West Sacramento, CA","$115,000",2020 International LT625 6x4,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/lt6256x4-2020/ee-listing-42140031
"439,610 mi",International Used Truck Center,"Philadelphia, PA","$85,375",2018 International LT625 6x4,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/lt6256x4-2018/ee-listing-42140062
"165,260 mi",International Used Truck Center,"Philadelphia, PA","$59,900",2018 International 4300 SBA 4X2,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/4300sba4x2-2018/ee-listing-42101356
"589,016 mi",Schneider,"Shrewsbury, MA","$55,500",2018 Freightliner Cascadia,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia-2018/ee-listing-42183958
"620,278 mi",Arrow Truck Sales,"Conley, GA","$54,950",2016 VOLVO VNL670,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl670-2016/ee-listing-42154668
"361,842 mi",JX Truck Center,"Indianapolis, IN","$94,900",2019 KENWORTH T680,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/kenworth/t680-2019/ee-listing-42176825
"486,651 mi",Schneider,"Wilmer, TX","$66,000",2018 Freightliner Cascadia,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia-2018/ee-listing-42184062
"499,060 mi",Arrow Truck Sales,"Phoenix, AZ","$84,950",2018 VOLVO VNL670,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl670-2018/ee-listing-42104556
"422,134 mi",Arrow Truck Sales,"Dallas, TX","$93,950",2019 FREIGHTLINER CASCADEVO1,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadevo1-2019/ee-listing-42149769
"630,436 mi",Bruckner Truck Sales,"Odessa, TX","$44,900",2015 VOLVO VNL64T300,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl64t300-2015/ee-listing-42131273
"526,642 mi",West Michigan International,"Grand Rapids, MI","$69,900",2018 International LT625,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/lt625-2018/ee-listing-42154229
"623,000 mi",Arrow Truck Sales,"Bolingbrook, IL","$61,950",2017 FREIGHTLINER CASCADIA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia-2017/ee-listing-42177644
"430,665 mi",Doggett Freightliner,"Laredo, TX",Call For Price,2019 Freightliner Cascadia 126,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia126-2019/ee-listing-42129879
"378,920 mi",Arrow Truck Sales,"Phoenix, AZ","$72,950",2016 FREIGHTLINER CASCADIA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia-2016/ee-listing-42016984
"639,955 mi",JX Truck Center,"De Pere, WI","$67,900",2018 PETERBILT 579,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/peterbilt/579-2018/ee-listing-42185591
"461,048 mi",International Used Truck Center,"Etna, OH","$91,250",2019 International LT625 6x4,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/lt6256x4-2019/ee-listing-42140155
"522,379 mi",Schneider,"Indianapolis, IN","$60,000",2018 Freightliner Cascadia,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia-2018/ee-listing-42183964
"573,083 mi",Arrow Truck Sales,"Tampa, FL","$84,450",2019 VOLVO VNL760,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl760-2019/ee-listing-42097786
"308,601 mi",Arrow Truck Sales,"Cincinnati, OH","$69,950",2016 FREIGHTLINER CASCADIA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia-2016/ee-listing-42099175
"510,577 mi",Schneider,"Houston, TX","$53,500",2017 Freightliner Cascadia,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia-2017/ee-listing-42151367
"614,469 mi",Affinity Truck Center,"Fresno, CA","$89,500",2019 VOLVO VNL 760,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl760-2019/ee-listing-42065540
"372,242 mi",JX Truck Center,"Wadsworth, IL","$129,900",2020 VOLVO VNL64T760,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl64t760-2020/ee-listing-42176787
"539,479 mi",International Used Truck Center,"La Vergne, TN","$74,875",2018 International LT625 6x4,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/lt6256x4-2018/ee-listing-42141285
"289,071 mi",West Michigan International,"Kalamazoo, MI","$77,900",2019 International LT625,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/lt625-2019/ee-listing-42154210
"506,945 mi",Arrow Truck Sales,"Troy, IL","$49,950",2016 FREIGHTLINER CASCADIA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia-2016/ee-listing-42177647
"538,454 mi",Schneider,"Wilmer, TX","$60,500",2018 Freightliner Cascadia,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia-2018/ee-listing-42183855
"604,478 mi",Arrow Truck Sales,"Elizabeth, NJ","$63,950",2017 FREIGHTLINER CASCADIA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia-2017/ee-listing-42129839
"305,983 mi",JX Truck Center,"Elmhurst, IL","$87,900",2019 KENWORTH T680,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/kenworth/t680-2019/ee-listing-42176872
"495,930 mi",Schneider,"Edwardsville, IL","$66,000",2018 Freightliner Cascadia,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia-2018/ee-listing-42184194
"637,000 mi",J&B Pavelka Inc,"Houston, TX","$79,995",2016 FREIGHTLINER 122SD,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/122sd-2016/ee-listing-42145099
"725,599 mi",Dobbs Peterbilt,"North Little Rock, AR","$64,950",2017 PETERBILT 579,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/peterbilt/579-2017/ee-listing-42170574
"569,740 mi",Schneider,"Indianapolis, IN","$50,500",2017 Freightliner Cascadia,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia-2017/ee-listing-42136558
"601,167 mi",Schneider,"Portland, OR","$51,000",2018 Freightliner Cascadia,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia-2018/ee-listing-42183998
"554,501 mi",IState Truck Center,"Inver Grove Heights, MN","$99,000",2019 Freightliner New Cascadia,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/newcascadia-2019/ee-listing-42122147
"476,047 mi",Arrow Truck Sales,"Conley, GA","$78,950",2019 INTERNATIONAL LT,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/lt-2019/ee-listing-42112293
"463,156 mi",Schneider,"Wilmer, TX","$59,500",2018 International LT,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/lt-2018/ee-listing-42151359
"342,880 mi",International Used Truck Center,"Joliet, IL","$98,500",2019 International LT625 6x4,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/lt6256x4-2019/ee-listing-42140041
"168,780 mi",Freightliner of Grand Rapids,"Grand Rapids, MI","$69,900",2014 FREIGHTLINER BUSINESS CLASS M2 106,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/businessclassm2106-2014/ee-listing-42176643
"371,981 mi",Truck and Van Outlet,"Miami, FL","$60,995",2019 Freightliner M2 106,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/m2106-2019/ee-listing-42181895
"485,436 mi",Bruckner Truck Sales,"Dallas, TX",Call For Price,2019 VOLVO VNL64T760,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl64t760-2019/ee-listing-42138394
"499,688 mi",Arrow Truck Sales,"Dallas, TX","$81,450",2018 FREIGHTLINER CASCADIA EVOLUTION,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadiaevolution-2018/ee-listing-42129126
"469,719 mi",Schneider,"West Memphis, AR","$64,500",2018 Freightliner Cascadia,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia-2018/ee-listing-42184151
"468,891 mi",Freightliner of Grand Rapids,"Grand Rapids, MI","$104,900",2019 FREIGHTLINER CASCADIA 126,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia126-2019/ee-listing-42118947
"438,753 mi",Schneider,"Green Bay, WI","$67,500",2018 Freightliner Cascadia,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia-2018/ee-listing-42184054
"581,714 mi",Arrow Truck Sales,"Kansas City, MO","$71,350",2017 FREIGHTLINER CASCADIA EVOLUTION,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadiaevolution-2017/ee-listing-42129182
"386,738 mi",Truck and Van Outlet,"Miami, FL","$35,495",2013 Freightliner M2 106,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/m2106-2013/ee-listing-42181853
"579,363 mi",Bruckner Truck Sales,"Fort Worth, TX",Call For Price,2017 VOLVO VNL62T670,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl62t620-2017/ee-listing-42138393
"465,844 mi",Schneider,"Gary, IN","$47,000",2016 Freightliner Cascadia,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia-2016/ee-listing-42138562
"492,416 mi",Schneider,"Salt Lake City, UT","$47,000",2016 Freightliner Cascadia,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia-2016/ee-listing-42178869
"507,276 mi",SelecTrucks of Atlanta,"McDonough, GA","$85,900",2018 FREIGHTLINER CASCADIA 113,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia113-2018/ee-listing-42130763
"523,922 mi",Freightliner of Grand Rapids,"Grand Rapids, MI","$88,900",2018 KENWORTH T680,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/kenworth/t680-2018/ee-listing-42110205
"541,669 mi",Schneider,"Phoenix, AZ","$60,000",2018 Freightliner Cascadia,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia-2018/ee-listing-42184051
"564,160 mi",Arrow Truck Sales,"Kansas City, MO","$72,950",2016 FREIGHTLINER CASCADIA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia-2016/ee-listing-42085116
"537,159 mi",Schneider,"Edwardsville, IL","$52,000",2017 Freightliner Cascadia,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia-2017/ee-listing-42158901
"535,622 mi",Arrow Truck Sales,"Elizabeth, NJ",Call For Price,2014 VOLVO VNL300,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl300-2014/ee-listing-42155568
null,Torgerson's LLC,"Ethridge, MT","$47,850",2013 Peterbilt 579,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/peterbilt/579-2013/ee-listing-42176619
"371,809 mi",International Used Truck Center,"Etna, OH","$81,250",2019 International LT625 6x4,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/lt6256x4-2019/ee-listing-42140048
"433,191 mi",Doggett Freightliner,"Laredo, TX","$89,990",2018 Kenworth T680,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/kenworth/t680-2018/ee-listing-42133688
"694,688 mi",Schneider,"Wilmer, TX","$46,500",2018 Freightliner Cascadia,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia-2018/ee-listing-42184118
"526,851 mi",Doggett Freightliner,"El Paso, TX","$79,900",2018 Freightliner Cascadia 125,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2018/ee-listing-42164744
"463,388 mi",Old River Truck Sales,"Breaux Bridge, LA","$74,815",2018 Volvo VNL64T730,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl64t730-2018/ee-listing-42138529
"735,917 mi",SelecTrucks of Atlanta,"McDonough, GA","$74,900",2019 FREIGHTLINER CASCADIA 126,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia126-2019/ee-listing-42079932
"470,431 mi",International Used Truck Center,"La Vergne, TN","$58,625",2017 International PROSTAR+ 122 6x4,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/prostar1226x4-2017/ee-listing-42144382
"640,325 mi",IState Truck Center,"Inver Grove Heights, MN","$79,000",2018 Freightliner New Cascadia,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/newcascadia-2018/ee-listing-42122145
"498,189 mi",Dobbs Peterbilt,"West Memphis, AR","$69,950",2019 INTERNATIONAL LT,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/lt-2019/ee-listing-42158321
"544,984 mi",Diamond Truck Sales Inc,"Gaffney, SC","$44,900",2015 FREIGHTLINER CASCADIA 125,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2015/ee-listing-42142565
"437,626 mi",Arrow Truck Sales,"French Camp, CA","$89,950",2019 KENWORTH T680,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/kenworth/t680-2019/ee-listing-42097783
"440,607 mi",Jordan Truck Sales of Texas LLC,"Rhome, TX","$105,000",2020 KENWORTH T680,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/kenworth/t680-2020/ee-listing-42184388
"515,751 mi",Doggett Freightliner,"Van Buren, AR","$84,900",2019 Freightliner Cascadia 126,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia126-2019/ee-listing-42160970
"102,101 mi",Arrow Truck Sales,"Kansas City, MO","$68,950",2016 FREIGHTLINER M2-106,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/m2106-2016/ee-listing-42060789
"644,371 mi",Arrow Truck Sales,"Tampa, FL","$79,950",2018 FREIGHTLINER CASCADIA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia-2018/ee-listing-42081772
"431,000 mi",SelecTrucks of Alabama/Birmingham Freightliner,"Birmingham, AL","$94,900",2019 FREIGHTLINER CASCADIA 125,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2019/ee-listing-42130773
"372,715 mi",Brookside Equipment Sales Inc,"Phillipston, MA","$67,500",2005 KENWORTH W900L,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/kenworth/w900l-2005/ee-listing-42144472
"481,000 mi",International Used Truck Center,"Tampa, FL","$69,000",2018 International LT625 6x4,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/lt6256x4-2018/ee-listing-42179758
"446,374 mi",Schneider,"Phoenix, AZ","$67,500",2018 Freightliner Cascadia,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia-2018/ee-listing-42183875
"446,324 mi",Arrow Truck Sales,"Elizabeth, NJ","$41,950",2015 VOLVO VNL300,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl300-2015/ee-listing-42165531
"696,148 mi",Schneider,"Gary, IN","$46,500",2018 Freightliner Cascadia,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia-2018/ee-listing-42184016
